step,n_cumulative,t_seconds,telomere,centriolar,mito,epigenetic,proteostasis,tissue_load
45,45.0,27216000.0,0.02578278645230981,0.026250554272302263,0.22569070605467104,0.02177488552401884,0.018534259704105126,0.08260201746748365
46,46.0,27820800.0,0.02670907592425568,0.026982381523336423,0.23073101519989916,0.02260527728626225,0.019198031011934187,0.08465005985370795
47,47.0,28425600.0,0.027650901519518357,0.027721241752694213,0.23577281850819737,0.023450789975941345,0.019873079243441467,0.08670761905906353
48,48.0,29030400.0,0.02860827528105077,0.028467172334855413,0.24081614237741675,0.024311428075545333,0.0205594260243697,0.08877471368427012
49,49.0,29635200.0,0.02958120933324064,0.029220210690475503,0.24586101323151666,0.02518719614675698,0.021257093056427055,0.09085136239092019
50,50.0,30240000.0,0.030569715882028416,0.029980394286608144,0.25090745752071986,0.026078098830530926,0.021966102117441634,0.09293758390161443
51,51.0,30844800.0,0.03157380721502569,0.030747760636928044,0.2559555017216678,0.02698414084717248,0.02268647506151646,0.09503339700009737
52,52.0,31449600.0,0.03259349570163412,0.03152234730195421,0.26100517233757653,0.02790532699641688,0.02341823381918498,0.0971388205313938
53,53.0,32054400.0,0.0336287937931649,0.032304191889273616,0.26605649589839214,0.028841662157509006,0.024161400397567076,0.09925387340194519
54,54.0,32659200.0,0.03467971402295868,0.03309333205376521,0.2711094989609472,0.02979315128928358,0.024915996880525555,0.10137857457974685
55,55.0,33264000.0,0.03574626900650601,0.03388980549782439,0.276164208109117,0.03075979943024582,0.025682045428823165,0.10351294309448533
56,56.0,33868800.0,0.036828471441568325,0.03469364997158781,0.2812206499539761,0.03174161169865257,0.026459568280280107,0.10565699803767624
57,57.0,34473600.0,0.037926334108299424,0.03550490327315863,0.28627885113395507,0.0327385932925939,0.027248587749932055,0.10781075856280248
58,58.0,35078400.0,0.03903986986936743,0.036323603248832145,0.29133883831499763,0.033750749490075165,0.028049126230188688,0.10997424388545304
59,59.0,35683200.0,0.0401690916700773,0.03714978779332179,0.2964006381907179,0.03477808564909956,0.028861206190992725,0.11214747328346189
60,60.0,36288000.0,0.04131401253849385,0.0379834948499856,0.301464277482558,0.03582060720775111,0.02968485017997947,0.11433046609704768
61,61.0,36892800.0,0.04247464558556525,0.03882476241105305,0.3065297829399457,0.03687831968427819,0.03052008082263688,0.1165232417289535
62,62.0,37497600.0,0.04365100400524707,0.03967362851785227,0.3115971813404526,0.03795122867717743,0.03136692082246613,0.1187258196445873
63,63.0,38102400.0,0.04484310107462686,0.04053013126103771,0.31666649948995224,0.03903933986527819,0.032225392961142685,0.12093821937216259
64,64.0,38707200.0,0.0460509501540492,0.04139430878081819,0.32173776422277867,0.040142659007827444,0.03309552009867793,0.12316046050283967
65,65.0,39312000.0,0.04727456468724129,0.04226619926718537,0.32681100240188515,0.04126119194457518,0.03397732517358127,0.1253925626908671
66,66.0,39916800.0,0.04851395820143908,0.043145840960142595,0.3318862409190033,0.04239494459586023,0.034870831203022756,0.12763454565372392
67,67.0,40521600.0,0.04976914430751386,0.04403327214993423,0.3369635066948022,0.04354392296269664,0.03577606128299624,0.12988642917226179
68,68.0,41126400.0,0.051040136700099464,0.04492853117727533,0.3420428266790479,0.04470813312686045,0.03669303858848306,0.1321482330908481
69,69.0,41731200.0,0.05232694915771988,0.04583165643358174,0.34712422785076325,0.04588758125097699,0.0376217863736162,0.13441997731750915
70,70.0,42336000.0,0.053629595542917505,0.046742686361200665,0.35220773721838783,0.04708227357860868,0.038562327971845035,0.1367016818240738
71,71.0,42940800.0,0.05494808980238182,0.04766165945364159,0.3572933818199383,0.04829221643434325,0.03951468679610057,0.13899336664631773
72,72.0,43545600.0,0.056282445967078654,0.04858861425580767,0.36238118872316877,0.04951741622388246,0.040478886338961156,0.14129505188410785
73,73.0,44150400.0,0.05763267815237995,0.04952358936422749,0.3674711850257316,0.05075787943413137,0.041454950172818826,0.14360675770154732
74,74.0,44755200.0,0.05899880055819406,0.05046662342728729,0.3725633978553386,0.052013612633287964,0.04244290195004608,0.14592850432712118
75,75.0,45360000.0,0.060380827469096565,0.05141775514546363,0.37765785436992194,0.05328462247093338,0.04344276540316324,0.14826031205384174
76,76.0,45964800.0,0.06177877325446164,0.052377023271556404,0.38275458175779603,0.05457091567812254,0.044454564345006296,0.1506022012393953
77,77.0,46569600.0,0.06319265236859394,0.05334446661092235,0.38785360723781914,0.05587249906747533,0.04547832266889534,0.1529541923062887
78,78.0,47174400.0,0.06462247935086098,0.054320124021708965,0.3929549580595555,0.057189379533268185,0.04651406434880346,0.15531630574199626
79,79.0,47779200.0,0.06606826882582613,0.05530403441508886,0.39805866150343755,0.058521564051526254,0.047561813439526236,0.15768856209910773
80,80.0,48384000.0,0.06753003550338206,0.056296236755494514,0.4031647448809286,0.059869059680115966,0.04862159407685173,0.16007098199547604
81,81.0,48988800.0,0.06900779417888475,0.0572967700608535,0.4082732355346856,0.06123187355883815,0.049693430477731,0.16246358611436565
82,82.0,49593600.0,0.07050155973328807,0.05830567340282413,0.41338416083872215,0.0626100129095216,0.05077734694044918,0.1648663952046018
83,83.0,50198400.0,0.07201134713327885,0.05932298590703152,0.4184975481985721,0.06400348503611716,0.051873367844797104,0.16727943008071952
84,84.0,50803200.0,0.07353717143141247,0.06034874675330413,0.423613425051453,0.06541229732479228,0.052981517652243425,0.16970271162311343
85,85.0,51408000.0,0.07507904776624907,0.06138299517591069,0.42873181886643,0.06683645724402604,0.05410182090610732,0.17213626077818814
86,86.0,52012800.0,0.07663699136249023,0.06242577046379763,0.43385275714458016,0.06827597234470473,0.05523430223173171,0.17458009855850865
87,87.0,52617600.0,0.07821101753111617,0.06347711196082688,0.4389762674191566,0.06973085026021787,0.05637898633665702,0.1770342460429515
88,88.0,53222400.0,0.07980114166952361,0.06453705906601419,0.44410237725575347,0.07120109870655474,0.05753589801079551,0.17949872437685643
89,89.0,53827200.0,0.081407379261664,0.06560565123376784,0.4492311142524708,0.07268672548240139,0.05870506212660613,0.1819735547721782
90,90.0,54432000.0,0.08302974587818246,0.06668292797412781,0.4543625060400798,0.0741877384692382,0.0598865036392699,0.18445875850763913
91,91.0,55036800.0,0.08466825717655717,0.0677689288530054,0.4594965802821883,0.07570414563143785,0.06108024758686591,0.1869543569288817
92,92.0,55641600.0,0.0863229289012393,0.06886369349242329,0.4646333646754066,0.07723595501636381,0.06228631909054777,0.18946037144862235
93,93.0,56246400.0,0.08799377688379355,0.06996726157075608,0.4697728869495135,0.07878317475446943,0.0635047433547207,0.1919768235468048
94,94.0,56851200.0,0.08968081704303918,0.07107967282297128,0.4749151748676227,0.08034581305939736,0.06473554566721912,0.19450373477075436
95,95.0,57456000.0,0.0913840653851916,0.0722009670408707,0.4800602562263493,0.08192387822807963,0.0659787513994848,0.19704112673533283
96,96.0,58060800.0,0.09310353800400455,0.07333118407333235,0.48520815885597685,0.08351737864083808,0.06723438600674556,0.1995890211230933
97,97.0,58665600.0,0.09483925108091275,0.07447036382655277,0.4903589106206244,0.0851263227614854,0.06850247502819456,0.20214743968443596
98,98.0,59270400.0,0.09659122088517522,0.07561854626428985,0.4955125394184141,0.08675071913742669,0.06978304408717012,0.20471640423776397
99,99.0,59875200.0,0.09835946377401902,0.0767757714081061,0.5006690731816387,0.08839057639976133,0.07107611889133607,0.20729593666963997
100,100.0,60480000.0,0.10014399619278368,0.07794207933761232,0.5058285398769298,0.09004590326338564,0.07238172523286271,0.20988605893494314
